100 4950
27 37 17
27 38 10
27 39 18
27 40 13
27 41 8
27 42 20
27 43 18
27 44 13
27 45 2
27 46 3
27 47 6
27 48 7
27 49 2
27 50 3
27 51 9
27 52 19
27 53 3
27 54 14
27 55 15
27 56 13
27 57 1
27 58 10
27 59 15
27 60 14
27 61 14
27 62 12
27 63 3
27 64 3
27 65 10
27 66 17
27 67 15
27 68 18
27 69 17
27 70 4
27 71 3
27 72 16
27 73 15
27 74 19
27 75 16
27 76 10
27 77 4
27 78 15
27 79 10
27 80 8
27 81 3
27 82 9
27 83 19
27 84 8
27 85 10
27 86 1
27 87 8
27 88 13
27 89 5
27 90 5
27 91 17
27 92 4
27 93 17
27 94 8
27 95 16
27 96 12
27 97 9
27 98 2
27 99 13
28 29 17
28 30 5
28 31 2
28 32 5
28 33 15
28 34 2
28 35 15
28 36 16
28 37 18
28 38 2
28 39 5
28 40 6
28 41 2
28 42 9
28 43 17
28 44 3
28 45 11
28 46 7
28 47 8
28 48 14
28 49 20
28 50 12
28 51 9
28 52 1
28 53 1
28 54 16
28 55 14
28 56 10
28 57 6
28 58 17
28 59 8
28 60 15
28 61 13
28 62 7
28 63 20
28 64 11
28 65 20
28 66 4
28 67 17
28 68 6
28 69 7
28 70 17
28 71 11
28 72 1
28 73 4
28 74 10
28 75 5
28 76 8
28 77 7
28 78 10
28 79 6
28 80 19
28 81 20
28 82 4
28 83 16
28 84 16
28 85 6
28 86 9
28 87 13
28 88 3
28 89 1
28 90 11
28 91 15
28 92 20
28 93 18
28 94 4
28 95 9
28 96 15
28 97 1
28 98 8
28 99 15
29 30 8
29 31 7
29 32 3
29 33 2
29 34 3
29 35 17
29 36 9
29 37 5
29 38 2
29 39 5
29 40 7
29 41 3
29 42 11
29 43 11
29 44 12
29 45 17
29 46 6
29 47 18
29 48 10
29 49 19
29 50 7
29 51 20
29 52 20
29 53 4
29 54 17
29 55 4
29 56 7
29 57 2
29 58 12
29 59 13
29 60 6
29 61 10
29 62 5
29 63 4
29 64 8
29 65 3
29 66 17
29 67 18
29 68 4
29 69 13
29 70 14
29 71 2
29 72 17
29 73 3
29 74 7
29 75 7
29 76 4
29 77 6
29 78 20
29 79 9
29 80 20
29 81 7
29 82 12
29 83 5
29 84 7
29 85 8
29 86 1
29 87 11
29 88 6
29 89 3
29 90 5
29 91 1
29 92 19
29 93 6
29 94 18
29 95 5
29 96 3
29 97 15
29 98 18
29 99 19
30 31 3
30 32 6
30 33 4
30 34 8
30 35 2
30 36 11
30 37 17
30 38 3
30 39 18
30 40 11
30 41 10
30 42 20
30 43 18
30 44 14
30 45 2
30 46 1
30 47 16
30 48 14
30 49 13
30 50 11
30 51 17
30 52 14
30 53 18
30 54 17
30 55 15
30 56 9
30 57 8
30 58 4
30 59 8
30 60 2
30 61 4
30 62 13
30 63 18
30 64 15
30 65 6
30 66 15
30 67 14
30 68 18
30 69 3
30 70 18
30 71 7
30 72 19
30 73 16
30 74 12
30 75 16
30 76 7
30 77 10
30 78 17
30 79 6
30 80 10
30 81 12
30 82 17
30 83 12
30 84 10
30 85 5
30 86 1
30 87 18
30 88 11
30 89 2
30 90 9
30 91 13
30 92 9
30 93 9
30 94 9
30 95 14
30 96 10
30 97 15
30 98 4
30 99 12
31 32 15
31 33 2
31 34 5
31 35 4
31 36 5
31 37 13
31 38 11
31 39 18
31 40 16
31 41 16
31 42 14
31 43 20
31 44 5
31 45 6
31 46 20
31 47 1
31 48 10
31 49 12
31 50 13
31 51 20
31 52 2
31 53 4
31 54 4
31 55 5
31 56 12
31 57 19
31 58 18
31 59 7
31 60 18
31 61 2
31 62 12
31 63 13
31 64 14
31 65 4
31 66 19
31 67 11
31 68 5
31 69 16
31 70 19
31 71 4
31 72 15
31 73 17
31 74 9
31 75 14
31 76 13
31 77 1
31 78 20
31 79 19
31 80 1
31 81 5
31 82 15
31 83 9
31 84 16
31 85 8
31 86 10
31 87 13
31 88 3
31 89 1
31 90 8
31 91 5
31 92 6
31 93 8
31 94 15
31 95 2
31 96 6
31 97 8
31 98 19
31 99 11
32 33 18
32 34 15
32 35 15
32 36 16
32 37 16
32 38 18
32 39 11
32 40 6
32 41 5
32 42 17
32 43 9
32 44 10
32 45 19
32 46 17
32 47 14
32 48 7
32 49 3
32 50 2
32 51 10
32 52 10
32 53 4
32 54 10
32 55 4
32 56 11
32 57 5
32 58 8
32 59 5
32 60 15
32 61 9
32 62 12
32 63 18
32 64 6
32 65 2
32 66 13
32 67 17
32 68 6
32 69 10
32 70 7
32 71 2
32 72 16
32 73 6
32 74 8
32 75 6
32 76 4
32 77 2
32 78 15
32 79 17
32 80 11
32 81 3
32 82 3
32 83 17
32 84 20
32 85 18
32 86 19
32 87 18
32 88 20
32 89 20
32 90 3
32 91 4
32 92 17
32 93 17
32 94 20
32 95 8
32 96 18
32 97 20
32 98 17
32 99 12
33 34 1
33 35 2
33 36 1
33 37 18
33 38 8
33 39 5
33 40 11
33 41 11
33 42 18
33 43 15
33 44 10
33 45 15
33 46 12
33 47 2
33 48 14
33 49 3
33 50 7
33 51 4
33 52 2
33 53 5
33 54 20
33 55 19
33 56 16
33 57 8
33 58 13
33 59 13
33 60 15
33 61 19
33 62 16
33 63 19
33 64 9
33 65 15
33 66 17
33 67 9
33 68 9
33 69 16
33 70 2
33 71 9
33 72 13
33 73 7
33 74 13
33 75 5
33 76 17
33 77 4
33 78 18
33 79 14
33 80 10
33 81 12
33 82 15
33 83 9
33 84 13
33 85 6
33 86 3
33 87 13
33 88 6
33 89 17
33 90 4
33 91 17
33 92 13
33 93 19
33 94 10
33 95 8
33 96 15
33 97 12
33 98 17
33 99 6
34 35 2
34 36 11
34 37 3
34 38 1
34 39 7
34 40 5
34 41 16
34 42 20
34 43 7
34 44 11
34 45 18
34 46 9
34 47 2
34 48 12
34 49 9
34 50 20
34 51 11
34 52 5
34 53 12
34 54 2
34 55 10
34 56 14
34 57 4
34 58 1
34 59 6
34 60 15
34 61 20
34 62 13
34 63 11
34 64 1
34 65 16
34 66 17
34 67 11
34 68 16
34 69 20
34 70 11
34 71 5
34 72 4
34 73 8
34 74 13
34 75 18
34 76 12
34 77 18
34 78 17
34 79 18
34 80 2
34 81 17
34 82 5
34 83 3
34 84 14
34 85 1
34 86 4
34 87 6
34 88 15
34 89 1
34 90 11
34 91 9
34 92 6
34 93 1
34 94 16
34 95 20
34 96 11
34 97 13
34 98 6
34 99 15
35 36 5
35 37 7
35 38 17
35 39 2
35 40 13
35 41 2
35 42 18
35 43 13
35 44 11
35 45 7
35 46 12
35 47 13
35 48 12
35 49 19
35 50 16
35 51 14
35 52 6
35 53 13
35 54 2
35 55 13
35 56 9
35 57 1
35 58 4
35 59 14
35 60 5
35 61 19
35 62 19
35 63 6
35 64 18
35 65 11
35 66 20
35 67 3
35 68 7
35 69 20
35 70 9
35 71 9
35 72 10
35 73 15
35 74 16
35 75 5
35 76 16
35 77 18
35 78 4
35 79 11
35 80 19
35 81 6
35 82 5
35 83 14
35 84 20
35 85 15
35 86 12
35 87 11
35 88 6
35 89 14
35 90 17
35 91 3
35 92 16
35 93 9
35 94 14
35 95 13
35 96 20
35 97 16
35 98 11
35 99 15
36 37 14
36 38 17
36 39 4
36 40 17
36 41 18
36 42 1
36 43 2
36 44 10
36 45 7
36 46 6
36 47 1
36 48 8
36 49 6
36 50 5
36 51 16
36 52 15
36 53 15
36 54 19
36 55 17
36 56 5
36 57 5
36 58 17
36 59 3
36 60 20
36 61 19
36 62 18
36 63 14
36 64 3
36 65 4
36 66 5
36 67 1
36 68 2
36 69 4
36 70 20
36 71 9
36 72 12
36 73 6
36 74 13
36 75 11
36 76 17
36 77 12
36 78 2
36 79 6
36 80 16
36 81 18
36 82 18
36 83 16
36 84 17
36 85 16
36 86 2
36 87 19
36 88 15
36 89 17
36 90 4
36 91 16
36 92 19
36 93 15
36 94 5
36 95 17
36 96 17
36 97 10
36 98 3
36 99 2
37 38 13
37 39 3
37 40 18
37 41 9
37 42 17
37 43 19
37 44 1
37 45 12
37 46 13
37 47 18
37 48 16
37 49 5
37 50 15
37 51 20
37 52 18
37 53 15
37 54 11
37 55 17
37 56 8
37 57 20
37 58 16
37 59 19
37 60 7
37 61 20
37 62 20
37 63 10
37 64 15
37 65 6
37 66 6
37 67 15
37 68 13
37 69 20
37 70 6
37 71 13
37 72 6
37 73 10
37 74 8
37 75 18
37 76 9
37 77 1
37 78 3
37 79 13
37 80 8
37 81 6
37 82 12
37 83 3
37 84 20
37 85 1
37 86 7
37 87 10
37 88 20
37 89 1
37 90 6
37 91 7
37 92 9
37 93 6
37 94 2
37 95 20
37 96 19
37 97 6
37 98 16
37 99 4
38 39 14
38 40 2
38 41 18
38 42 13
38 43 14
38 44 10
38 45 9
38 46 16
38 47 9
38 48 8
38 49 20
38 50 11
38 51 10
38 52 20
38 53 9
38 54 9
38 55 5
38 56 7
38 57 13
38 58 6
38 59 6
38 60 12
38 61 18
38 62 17
38 63 16
38 64 4
38 65 20
38 66 19
38 67 8
38 68 1
38 69 2
38 70 10
38 71 10
38 72 15
38 73 12
38 74 14
38 75 9
38 76 15
38 77 5
38 78 11
38 79 16
38 80 12
38 81 17
38 82 10
38 83 12
38 84 20
38 85 12
38 86 16
38 87 10
38 88 8
38 89 5
38 90 12
38 91 15
38 92 15
38 93 19
38 94 6
38 95 18
38 96 18
38 97 6
38 98 15
38 99 17
39 40 4
39 41 16
39 42 4
39 43 6
39 44 4
39 45 18
39 46 18
39 47 9
39 48 12
39 49 20
39 50 14
39 51 14
39 52 17
39 53 5
39 54 3
39 55 19
39 56 13
39 57 14
39 58 14
39 59 14
39 60 4
39 61 17
39 62 3
39 63 8
39 64 1
39 65 11
39 66 4
39 67 11
39 68 20
39 69 16
39 70 20
39 71 20
39 72 2
39 73 1
39 74 4
39 75 6
39 76 8
39 77 2
39 78 8
39 79 8
39 80 7
39 81 6
39 82 4
39 83 18
39 84 15
39 85 17
39 86 5
39 87 4
39 88 15
39 89 18
39 90 8
39 91 11
39 92 8
39 93 6
39 94 18
39 95 4
39 96 12
39 97 18
39 98 4
39 99 4
40 41 9
40 42 19
40 43 15
40 44 3
40 45 20
40 46 2
40 47 1
40 48 1
40 49 3
40 50 11
40 51 15
40 52 12
40 53 20
40 54 8
40 55 11
40 56 20
40 57 19
40 58 14
40 59 10
40 60 19
40 61 14
40 62 11
40 63 19
40 64 11
40 65 20
40 66 11
40 67 15
40 68 15
40 69 5
40 70 7
40 71 4
40 72 4
40 73 2
40 74 18
40 75 5
40 76 1
40 77 4
40 78 13
40 79 20
40 80 2
40 81 3
40 82 2
40 83 19
40 84 18
40 85 14
40 86 9
40 87 17
40 88 2
40 89 5
40 90 7
40 91 20
40 92 7
40 93 19
40 94 8
40 95 13
40 96 18
40 97 17
40 98 10
40 99 1
41 42 4
41 43 15
41 44 12
41 45 11
41 46 1
41 47 9
41 48 2
41 49 17
41 50 12
41 51 4
41 52 17
41 53 11
41 54 18
41 55 18
41 56 17
41 57 12
41 58 16
41 59 3
41 60 13
41 61 18
41 62 7
41 63 11
41 64 13
41 65 19
41 66 3
41 67 14
41 68 2
41 69 20
41 70 7
41 71 5
41 72 2
41 73 9
41 74 17
41 75 18
41 76 11
41 77 6
41 78 5
41 79 14
41 80 19
41 81 4
41 82 17
41 83 14
41 84 5
41 85 20
41 86 12
41 87 11
41 88 10
41 89 19
41 90 18
41 91 1
41 92 11
41 93 6
41 94 17
41 95 19
41 96 4
41 97 5
41 98 15
41 99 1
42 43 14
42 44 4
42 45 14
42 46 9
42 47 16
42 48 12
42 49 2
42 50 9
42 51 16
42 52 15
42 53 4
42 54 5
42 55 11
42 56 15
42 57 13
42 58 13
42 59 2
42 60 4
42 61 20
42 62 5
42 63 11
42 64 16
42 65 20
42 66 10
42 67 20
42 68 15
42 69 18
42 70 3
42 71 2
42 72 4
42 73 1
42 74 15
42 75 18
42 76 16
42 77 3
42 78 3
42 79 10
42 80 5
42 81 8
42 82 16
42 83 9
42 84 5
42 85 9
42 86 5
42 87 10
42 88 17
42 89 8
42 90 1
42 91 14
42 92 9
42 93 5
42 94 8
42 95 16
42 96 18
42 97 20
42 98 20
42 99 20
43 44 7
43 45 11
43 46 12
43 47 17
43 48 20
43 49 20
43 50 3
43 51 20
43 52 1
43 53 17
43 54 8
43 55 18
43 56 20
43 57 3
43 58 13
43 59 20
43 60 5
43 61 10
43 62 5
43 63 8
43 64 4
43 65 1
43 66 13
43 67 7
43 68 15
43 69 16
43 70 7
43 71 15
43 72 11
43 73 8
43 74 11
43 75 9
43 76 13
43 77 11
43 78 5
43 79 6
43 80 12
43 81 16
43 82 2
43 83 1
43 84 8
43 85 1
43 86 12
43 87 10
43 88 14
43 89 4
43 90 17
43 91 18
43 92 3
43 93 1
43 94 9
43 95 19
43 96 5
43 97 18
43 98 11
43 99 6
44 45 8
44 46 14
44 47 6
44 48 13
44 49 20
44 50 6
44 51 11
44 52 14
44 53 13
44 54 5
44 55 19
44 56 17
44 57 2
44 58 15
44 59 2
44 60 16
44 61 1
44 62 5
44 63 11
44 64 19
44 65 15
44 66 17
44 67 16
44 68 3
44 69 5
44 70 18
44 71 5
44 72 3
44 73 17
44 74 7
44 75 11
44 76 17
44 77 11
44 78 13
44 79 16
44 80 20
44 81 18
44 82 6
44 83 2
44 84 16
44 85 3
44 86 8
44 87 5
44 88 16
44 89 9
44 90 4
44 91 8
44 92 1
44 93 8
44 94 1
44 95 7
44 96 6
44 97 15
44 98 20
44 99 9
45 46 8
45 47 2
45 48 2
45 49 20
45 50 5
45 51 19
45 52 12
45 53 17
45 54 10
45 55 19
45 56 16
45 57 8
45 58 6
45 59 5
45 60 10
45 61 13
45 62 16
45 63 13
45 64 12
45 65 4
45 66 2
45 67 9
45 68 13
45 69 2
45 70 20
45 71 13
45 72 14
45 73 13
45 74 3
45 75 3
45 76 15
45 77 15
45 78 14
45 79 8
45 80 2
45 81 6
45 82 17
45 83 1
45 84 4
45 85 20
45 86 2
45 87 11
45 88 8
45 89 11
45 90 5
45 91 11
45 92 13
45 93 20
45 94 20
45 95 4
45 96 5
45 97 9
45 98 5
45 99 13
46 47 11
46 48 11
46 49 3
46 50 1
46 51 7
46 52 17
46 53 10
46 54 14
46 55 20
46 56 6
46 57 10
46 58 7
46 59 18
46 60 9
46 61 19
46 62 9
46 63 10
46 64 16
46 65 11
46 66 5
46 67 6
46 68 10
46 69 20
46 70 18
46 71 6
46 72 1
46 73 12
46 74 7
46 75 12
46 76 4
46 77 2
46 78 12
46 79 1
46 80 4
46 81 5
46 82 16
46 83 10
46 84 2
46 85 9
46 86 12
46 87 14
46 88 1
46 89 2
46 90 4
46 91 18
46 92 12
46 93 14
46 94 12
46 95 20
46 96 19
46 97 10
46 98 2
46 99 9
47 48 7
47 49 11
47 50 20
47 51 12
47 52 11
47 53 18
47 54 9
47 55 10
47 56 8
47 57 20
47 58 5
47 59 19
47 60 17
47 61 2
47 62 13
47 63 5
47 64 12
47 65 11
47 66 15
47 67 19
47 68 10
47 69 9
47 70 6
47 71 6
47 72 2
47 73 6
47 74 1
47 75 12
47 76 12
47 77 12
47 78 8
47 79 7
47 80 14
47 81 20
47 82 1
47 83 16
47 84 9
47 85 7
47 86 1
47 87 11
47 88 2
47 89 10
47 90 9
47 91 5
47 92 3
47 93 12
47 94 11
47 95 5
47 96 13
47 97 3
47 98 15
47 99 5
48 49 14
48 50 13
48 51 4
48 52 5
48 53 20
48 54 14
48 55 6
48 56 16
48 57 18
48 58 4
48 59 19
48 60 1
48 61 6
48 62 1
48 63 16
48 64 17
48 65 3
48 66 7
48 67 10
48 68 6
48 69 16
48 70 10
48 71 11
48 72 7
48 73 11
48 74 12
48 75 15
48 76 13
48 77 17
48 78 8
48 79 14
48 80 2
48 81 1
48 82 2
48 83 10
48 84 5
48 85 14
48 86 15
48 87 17
48 88 7
48 89 5
48 90 12
48 91 6
48 92 20
48 93 9
48 94 18
48 95 15
48 96 19
48 97 1
48 98 20
48 99 3
49 50 1
49 51 8
49 52 12
49 53 3
49 54 12
49 55 2
49 56 16
49 57 4
49 58 12
49 59 10
49 60 13
49 61 19
49 62 13
49 63 4
49 64 14
49 65 18
49 66 8
49 67 16
49 68 12
49 69 8
49 70 19
49 71 10
49 72 6
49 73 5
49 74 4
49 75 20
49 76 16
49 77 6
49 78 10
49 79 16
49 80 4
49 81 8
49 82 8
49 83 16
49 84 8
49 85 17
49 86 17
49 87 13
49 88 5
49 89 19
49 90 16
49 91 14
49 92 14
49 93 13
49 94 1
49 95 16
49 96 8
49 97 14
49 98 10
49 99 3
50 51 7
50 52 16
50 53 12
50 54 16
50 55 6
50 56 19
50 57 20
50 58 2
50 59 7
50 60 1
50 61 8
50 62 4
50 63 16
50 64 18
50 65 10
50 66 6
50 67 8
50 68 3
50 69 19
50 70 4
50 71 10
50 72 6
50 73 6
50 74 14
50 75 16
50 76 4
50 77 1
50 78 6
50 79 6
50 80 7
50 81 18
50 82 1
50 83 6
50 84 11
50 85 19
50 86 20
50 87 19
50 88 18
50 89 17
50 90 13
50 91 14
50 92 12
50 93 3
50 94 11
50 95 2
50 96 9
50 97 1
50 98 8
50 99 18
51 52 15
51 53 10
51 54 16
51 55 9
51 56 1
51 57 14
51 58 11
51 59 3
51 60 8
51 61 1
51 62 3
51 63 6
51 64 12
51 65 17
51 66 5
51 67 16
51 68 14
51 69 15
51 70 7
51 71 13
51 72 6
51 73 5
51 74 13
51 75 14
51 76 8
51 77 11
51 78 9
51 79 6
51 80 20
51 81 20
51 82 20
51 83 2
51 84 15
51 85 8
51 86 4
51 87 13
51 88 17
51 89 20
51 90 19
51 91 8
51 92 1
51 93 13
51 94 12
51 95 18
51 96 20
51 97 12
51 98 17
51 99 15
52 53 1
52 54 5
52 55 5
52 56 12
52 57 16
52 58 12
52 59 1
52 60 10
52 61 4
52 62 17
52 63 4
52 64 16
52 65 18
52 66 13
52 67 20
52 68 15
52 69 7
52 70 2
52 71 7
52 72 4
52 73 8
52 74 13
52 75 1
52 76 12
52 77 7
52 78 15
52 79 2
52 80 19
52 81 11
52 82 15
52 83 13
52 84 12
52 85 2
52 86 2
52 87 6
52 88 12
52 89 5
52 90 2
52 91 20
52 92 11
52 93 15
52 94 4
52 95 11
52 96 3
52 97 20
52 98 17
52 99 8
53 54 2
53 55 15
53 56 12
53 57 13
53 58 5
53 59 17
53 60 4
53 61 4
53 62 13
53 63 12
53 64 12
53 65 18
53 66 3
53 67 6
53 68 13
53 69 19
53 70 12
53 71 17
53 72 17
53 73 9
53 74 9
53 75 1
53 76 1
53 77 13
53 78 17
53 79 4
53 80 8
53 81 14
53 82 2
53 83 4
53 84 14
53 85 13
53 86 10
53 87 6
53 88 19
53 89 11
53 90 19
53 91 20
53 92 6
53 93 1
53 94 19
53 95 7
53 96 2
53 97 1
53 98 10
53 99 3
54 55 6
54 56 19
54 57 10
54 58 17
54 59 4
54 60 3
54 61 12
54 62 5
54 63 1
54 64 13
54 65 9
54 66 10
54 67 15
54 68 12
54 69 20
54 70 1
54 71 10
54 72 5
54 73 12
54 74 3
54 75 14
54 76 9
54 77 1
54 78 2
54 79 20
54 80 1
54 81 1
54 82 10
54 83 7
54 84 5
54 85 4
54 86 17
54 87 17
54 88 3
54 89 15
54 90 11
54 91 17
54 92 17
54 93 2
54 94 10
54 95 6
54 96 4
54 97 12
54 98 3
54 99 14
55 56 12
55 57 6
55 58 5
55 59 4
55 60 13
55 61 3
55 62 3
55 63 4
55 64 16
55 65 6
55 66 6
55 67 10
55 68 20
55 69 2
55 70 8
55 71 15
55 72 1
55 73 17
55 74 9
55 75 13
55 76 15
55 77 7
55 78 6
55 79 2
55 80 18
55 81 8
55 82 7
55 83 14
55 84 18
55 85 8
55 86 12
55 87 7
55 88 4
55 89 4
55 90 3
55 91 2
55 92 16
55 93 10
55 94 11
55 95 1
55 96 10
55 97 1
55 98 14
55 99 18
56 57 19
56 58 12
56 59 4
56 60 7
56 61 13
56 62 19
56 63 8
56 64 8
56 65 8
56 66 19
56 67 13
56 68 14
56 69 10
56 70 2
56 71 6
56 72 3
56 73 10
56 74 7
56 75 8
56 76 14
56 77 17
56 78 5
56 79 6
56 80 3
56 81 15
56 82 14
56 83 5
56 84 9
56 85 11
56 86 7
56 87 16
56 88 9
56 89 10
56 90 9
56 91 16
56 92 9
56 93 17
56 94 14
56 95 4
56 96 14
56 97 12
56 98 16
56 99 13
57 58 1
57 59 3
57 60 13
57 61 20
57 62 3
57 63 8
57 64 17
57 65 20
57 66 14
57 67 19
57 68 7
57 69 16
57 70 18
57 71 9
57 72 16
57 73 7
57 74 11
57 75 7
57 76 3
57 77 14
57 78 19
57 79 13
57 80 13
57 81 9
57 82 8
57 83 12
57 84 20
57 85 7
57 86 5
57 87 2
57 88 13
57 89 11
57 90 18
57 91 3
57 92 2
57 93 14
57 94 4
57 95 6
57 96 8
57 97 9
57 98 2
57 99 1
58 59 2
58 60 10
58 61 9
58 62 14
58 63 20
58 64 15
58 65 3
58 66 10
58 67 2
58 68 12
58 69 4
58 70 1
58 71 18
58 72 6
58 73 1
58 74 8
58 75 20
58 76 20
58 77 5
58 78 11
58 79 6
58 80 3
58 81 19
58 82 15
58 83 15
58 84 11
58 85 11
58 86 16
58 87 16
58 88 8
58 89 11
58 90 8
58 91 5
58 92 5
58 93 8
58 94 2
58 95 12
58 96 9
58 97 19
58 98 19
58 99 1
59 60 16
59 61 14
59 62 2
59 63 7
59 64 5
59 65 2
59 66 10
59 67 8
59 68 10
59 69 10
59 70 8
59 71 3
59 72 18
59 73 12
59 74 1
59 75 2
59 76 6
59 77 6
59 78 18
59 79 7
59 80 2
59 81 14
59 82 11
59 83 6
59 84 16
59 85 14
59 86 2
59 87 10
59 88 3
59 89 10
59 90 13
59 91 5
59 92 17
59 93 7
59 94 10
59 95 11
59 96 5
59 97 11
59 98 20
59 99 3
60 61 1
60 62 15
60 63 18
60 64 15
60 65 6
60 66 13
60 67 2
60 68 3
60 69 6
60 70 13
60 71 6
60 72 7
60 73 5
60 74 9
60 75 15
60 76 3
60 77 14
60 78 17
60 79 5
60 80 16
60 81 9
60 82 16
60 83 18
60 84 7
60 85 15
60 86 15
60 87 9
60 88 18
60 89 17
60 90 13
60 91 20
60 92 11
60 93 16
60 94 4
60 95 6
60 96 2
60 97 18
60 98 11
60 99 6
61 62 6
61 63 2
61 64 11
61 65 18
61 66 19
61 67 14
61 68 14
61 69 4
61 70 10
61 71 5
61 72 16
61 73 14
61 74 6
61 75 20
61 76 1
61 77 10
61 78 13
61 79 12
61 80 14
61 81 5
61 82 3
61 83 10
61 84 14
61 85 20
61 86 19
61 87 19
61 88 11
61 89 2
61 90 16
61 91 14
61 92 14
61 93 8
61 94 10
61 95 20
61 96 13
61 97 18
61 98 17
61 99 17
62 63 11
62 64 9
62 65 13
62 66 19
62 67 19
62 68 2
62 69 13
62 70 12
62 71 5
62 72 10
62 73 9
62 74 15
62 75 7
62 76 2
62 77 6
62 78 4
62 79 2
62 80 5
62 81 19
62 82 5
62 83 11
62 84 6
62 85 18
62 86 7
62 87 12
62 88 2
62 89 9
62 90 1
62 91 3
62 92 6
62 93 14
62 94 18
62 95 10
62 96 1
62 97 17
62 98 6
62 99 18
63 64 4
63 65 12
63 66 7
63 67 1
63 68 9
63 69 17
63 70 5
63 71 20
63 72 6
63 73 18
63 74 10
63 75 18
63 76 4
63 77 12
63 78 1
63 79 16
63 80 6
63 81 16
63 82 17
63 83 17
63 84 8
63 85 12
63 86 4
63 87 5
63 88 13
63 89 9
63 90 17
63 91 2
63 92 5
63 93 3
63 94 4
63 95 18
63 96 20
63 97 12
63 98 20
63 99 18
64 65 16
64 66 1
64 67 19
64 68 13
64 69 19
64 70 8
64 71 20
64 72 10
64 73 3
64 74 14
64 75 1
64 76 3
64 77 17
64 78 13
64 79 8
64 80 8
64 81 13
64 82 1
64 83 5
64 84 14
64 85 10
64 86 4
64 87 6
64 88 5
64 89 16
64 90 14
64 91 14
64 92 6
64 93 2
64 94 7
64 95 14
64 96 12
64 97 10
64 98 10
64 99 9
65 66 20
65 67 2
65 68 20
65 69 19
65 70 7
65 71 20
65 72 3
65 73 6
65 74 1
65 75 15
65 76 15
65 77 7
65 78 14
65 79 9
65 80 1
65 81 19
65 82 19
65 83 15
65 84 16
65 85 1
65 86 6
65 87 14
65 88 14
65 89 4
65 90 16
65 91 18
65 92 19
65 93 13
65 94 8
65 95 9
65 96 16
65 97 18
65 98 20
65 99 17
66 67 5
66 68 19
66 69 5
66 70 19
66 71 6
66 72 15
66 73 6
66 74 1
66 75 9
66 76 3
66 77 5
66 78 20
66 79 5
66 80 10
66 81 12
66 82 6
66 83 3
66 84 3
66 85 16
66 86 3
66 87 17
66 88 19
66 89 3
66 90 10
66 91 4
66 92 8
66 93 18
66 94 9
66 95 12
66 96 14
66 97 9
66 98 5
66 99 14
67 68 5
67 69 5
67 70 4
67 71 14
67 72 8
67 73 13
67 74 7
67 75 16
67 76 10
67 77 5
67 78 17
67 79 5
67 80 11
67 81 12
67 82 2
67 83 10
67 84 13
67 85 16
67 86 2
67 87 14
67 88 5
67 89 9
67 90 18
67 91 7
67 92 13
67 93 14
67 94 9
67 95 18
67 96 8
67 97 11
67 98 20
67 99 4
68 69 14
68 70 9
68 71 20
68 72 8
68 73 11
68 74 5
68 75 16
68 76 3
68 77 5
68 78 1
68 79 8
68 80 15
68 81 5
68 82 5
68 83 20
68 84 9
68 85 11
68 86 17
68 87 13
68 88 13
68 89 2
68 90 6
68 91 7
68 92 8
68 93 17
68 94 3
68 95 9
68 96 3
68 97 1
68 98 9
68 99 16
69 70 10
69 71 8
69 72 8
69 73 6
69 74 18
69 75 18
69 76 10
69 77 10
69 78 7
69 79 11
69 80 5
69 81 5
69 82 19
69 83 4
69 84 5
69 85 16
69 86 13
69 87 14
69 88 12
69 89 10
69 90 16
69 91 17
69 92 11
69 93 16
69 94 16
69 95 1
69 96 10
69 97 8
69 98 15
69 99 12
70 71 8
70 72 9
70 73 13
70 74 14
70 75 20
70 76 19
70 77 11
70 78 1
70 79 1
70 80 1
70 81 11
70 82 20
70 83 2
70 84 10
70 85 14
70 86 6
70 87 9
70 88 5
70 89 18
70 90 8
70 91 9
70 92 20
70 93 20
70 94 10
70 95 9
70 96 3
70 97 17
70 98 8
70 99 8
71 72 11
71 73 19
71 74 16
71 75 11
71 76 20
71 77 3
71 78 2
71 79 18
71 80 9
71 81 5
71 82 6
71 83 17
71 84 2
71 85 13
71 86 9
71 87 5
71 88 13
71 89 17
71 90 8
71 91 13
71 92 13
71 93 9
71 94 1
71 95 20
71 96 5
71 97 12
71 98 7
71 99 10
72 73 11
72 74 13
72 75 13
72 76 11
72 77 18
72 78 1
72 79 4
72 80 6
72 81 2
72 82 5
72 83 20
72 84 2
72 85 6
72 86 11
72 87 3
72 88 15
72 89 16
72 90 4
72 91 8
72 92 15
72 93 13
72 94 15
72 95 11
72 96 13
72 97 7
72 98 17
72 99 17
73 74 2
73 75 9
73 76 20
73 77 14
73 78 17
73 79 2
73 80 8
73 81 5
73 82 13
73 83 9
73 84 4
73 85 14
73 86 8
73 87 16
73 88 16
73 89 14
73 90 9
73 91 11
73 92 18
73 93 19
73 94 8
73 95 14
73 96 10
73 97 13
73 98 1
73 99 12
74 75 13
74 76 2
74 77 11
74 78 5
74 79 8
74 80 5
74 81 15
74 82 4
74 83 11
74 84 16
74 85 14
74 86 9
74 87 15
74 88 7
74 89 20
74 90 1
74 91 19
74 92 5
74 93 1
74 94 2
74 95 20
74 96 3
74 97 11
74 98 11
74 99 15
75 76 19
75 77 8
75 78 20
75 79 7
75 80 9
75 81 8
75 82 4
75 83 5
75 84 13
75 85 4
75 86 9
75 87 15
75 88 5
